Word,Frequency,Score
atop,352.0,2.7559659090909085
512a,141.0,3.2617021276595746
pinch,50.0,2.86
opportunities,85.0,2.7117647058823526
varnish,77.0,2.6506493506493505
fragile,72.0,2.627777777777778
gently,67.0,2.853731343283582
straightforward,118.0,2.6940677966101694
locks,107.0,3.1457943925233636
rib,184.0,2.6592391304347824
wrong,59.0,2.806779661016949
thought,233.0,2.825751072961374
110,290.0,2.7020689655172427
aware,62.0,2.7516129032258063
may,1111.0,2.641674167416746
seemed,139.0,2.562589928057554
photo,260.0,2.5065384615384603
featured,344.0,2.8590116279069773
flare,109.0,2.860550458715598
given,108.0,2.701851851851853
itself,160.0,2.748125
description,386.0,2.614507772020724
imposing,54.0,3.1703703703703696
finishing,170.0,2.890588235294119
arching,184.0,2.7967391304347835
splits,126.0,2.7666666666666653
feels,121.0,3.023966942148762
steeper,388.0,2.6948453608247416
underneath,178.0,2.7988764044943824
sea,97.0,3.0391752577319595
075,52.0,2.7076923076923074
camalot,638.0,2.7904388714733526
stick,69.0,2.853623188405797
rail,111.0,2.967567567567567
enter,148.0,2.7344594594594596
wellprotected,139.0,2.9266187050359704
joins,98.0,2.7071428571428577
black,686.0,2.7058309037900896
streak,256.0,2.801953125000001
originally,173.0,2.983815028901735
mix,70.0,2.8300000000000005
exiting,74.0,2.7959459459459466
rather,198.0,2.58030303030303
details,62.0,2.6645161290322585
thanks,87.0,2.8149425287356324
flatiron,59.0,2.323728813559322
who,285.0,2.7557894736842106
took,157.0,2.587898089171975
turns,237.0,2.7738396624472563
hiking,94.0,2.7127659574468095
photos,54.0,2.7666666666666675
bear,72.0,2.438888888888889
canyon,413.0,2.6929782082324447
less,485.0,2.703917525773197
occasionally,53.0,2.5471698113207553
youve,153.0,2.704575163398693
perch,87.0,2.9758620689655175
nothing,120.0,2.903333333333335
world,71.0,2.9957746478873237
standing,96.0,2.898958333333333
crazy,79.0,2.7620253164556967
what,553.0,2.70289330922242
looked,142.0,2.4746478873239437
perfect,403.0,3.047146401985109
wave,69.0,2.7101449275362324
numerous,77.0,2.8038961038961037
115,94.0,2.8244680851063846
piton,501.0,2.633532934131737
tiny,211.0,2.8611374407582946
pink,50.0,2.5539999999999994
tricam,58.0,2.648275862068965
led,156.0,2.7025641025641027
added,183.0,2.8169398907103824
juggy,174.0,2.9275862068965512
middle,586.0,2.6370307167235487
edge,766.0,2.698825065274155
found,554.0,2.597292418772563
pillar,622.0,2.733279742765272
crosses,58.0,2.687931034482759
512,292.0,3.2791095890410937
indian,52.0,3.003846153846154
hardest,176.0,2.9926136363636373
leftleaning,128.0,2.7164062499999995
further,280.0,2.608571428571428
smear,51.0,2.537254901960785
40m,227.0,3.0255506607929514
ago,79.0,2.648101265822785
somewhere,79.0,2.4898734177215194
his,210.0,2.7261904761904763
including,119.0,2.8386554621848736
feeling,68.0,2.927941176470588
yourself,226.0,2.726548672566371
send,57.0,2.747368421052631
tunnel,140.0,2.647857142857143
monkey,52.0,3.088461538461538
encounter,110.0,2.8499999999999983
fight,65.0,2.7046153846153853
without,327.0,2.7015290519877655
inch,151.0,2.5907284768211922
open,329.0,2.701215805471124
pulling,361.0,2.8770083102493067
handcrack,277.0,2.831046931407942
fingercrack,63.0,2.934920634920635
via,737.0,2.794301221166894
downclimb,287.0,2.4682926829268284
cross,227.0,2.802202643171806
possibly,152.0,2.744078947368422
man,88.0,2.664772727272729
variety,142.0,2.8753521126760546
pack,61.0,2.6934426229508204
120,443.0,2.7541760722347632
location,116.0,2.9025862068965513
crag,215.0,2.594883720930232
jungle,52.0,2.613461538461538
stars,212.0,2.4731132075471702
climber,247.0,2.6137651821862335
partner,218.0,2.75183486238532
front,115.0,2.8130434782608695
flat,237.0,2.7248945147679313
spot,359.0,2.664066852367687
forms,91.0,2.587912087912088
felt,239.0,2.6364016736401656
puts,90.0,2.6177777777777775
20ft,77.0,2.711688311688312
bridge,68.0,2.641176470588235
horn,199.0,2.6396984924623124
giant,282.0,2.6531914893617032
11a,193.0,3.078756476683939
stays,90.0,2.7166666666666663
medium,190.0,2.797368421052633
does,217.0,2.7013824884792625
granite,248.0,2.9306451612903204
island,96.0,2.762500000000001
golden,93.0,3.017204301075269
tenuous,73.0,2.9821917808219185
gem,61.0,2.955737704918033
finishes,181.0,2.8281767955801103
day,415.0,2.7828915662650586
again,497.0,2.7909456740442633
position,291.0,2.9639175257731947
bypass,77.0,2.6259740259740254
scary,227.0,2.6691629955947143
aka,56.0,2.8571428571428577
early,178.0,2.8769662921348322
bouldery,142.0,3.0767605633802817
isnt,193.0,2.704663212435233
510b,476.0,2.998739495798317
lines,184.0,2.8630434782608694
star,235.0,2.289787234042554
cord,71.0,2.6492957746478876
listed,250.0,2.7315999999999985
portion,77.0,2.657142857142858
1st,377.0,2.6456233421750652
conditions,50.0,2.778
progress,55.0,2.821818181818182
being,340.0,2.8244117647058826
state,55.0,2.821818181818183
sharp,236.0,2.947033898305084
becomes,296.0,2.7432432432432434
poor,231.0,2.4619047619047625
vegetation,151.0,2.507284768211921
upward,201.0,2.5333333333333314
tried,69.0,2.4695652173913047
round,54.0,2.7851851851851865
steps,174.0,2.6701149425287363
saddle,175.0,2.543999999999999
exciting,308.0,2.891883116883118
green,260.0,2.703076923076921
shield,57.0,2.994736842105264
stout,52.0,3.026923076923077
offer,85.0,2.6905882352941175
reaching,275.0,2.7363636363636377
shoulder,179.0,2.467039106145251
theres,304.0,2.665131578947368
inside,236.0,2.6783898305084746
rotten,139.0,2.376258992805755
chock,59.0,2.206779661016949
thread,71.0,2.7267605633802834
helmet,71.0,2.443661971830985
save,134.0,2.9597014925373135
major,112.0,2.669642857142857
rockfall,51.0,2.4745098039215683
ascent,393.0,2.665903307888039
money,194.0,3.042268041237112
chockstone,271.0,2.605904059040589
chimneys,81.0,2.577777777777779
plan,75.0,2.7680000000000002
opens,83.0,2.81566265060241
unique,170.0,2.978235294117647
arch,423.0,2.9028368794326243
hanger,83.0,2.6024096385542177
encountered,86.0,2.6058139534883717
continued,65.0,2.4569230769230765
rapped,119.0,2.6806722689075624
mentioned,82.0,2.6524390243902434
micro,59.0,2.949152542372882
alternate,144.0,2.768055555555556
avoiding,106.0,2.7188679245283023
overhangs,184.0,2.7038043478260865
ascend,389.0,2.588174807197941
footholds,66.0,2.66969696969697
similar,127.0,2.751968503937008
modern,94.0,2.971276595744682
trail,756.0,2.6714285714285713
plug,96.0,2.904166666666667
thru,77.0,2.5649350649350655
topping,65.0,2.832307692307693
distinct,117.0,2.82051282051282
cedar,66.0,2.8378787878787888
angles,160.0,2.7287500000000007
king,50.0,3.01
ones,62.0,2.7612903225806456
central,113.0,2.730973451327434
challenge,69.0,2.6724637681159424
sense,63.0,2.719047619047619
such,104.0,2.7509615384615382
air,89.0,3.037078651685393
started,147.0,2.58639455782313
mid,122.0,2.9131147540983604
never,195.0,2.7194871794871798
got,220.0,2.5640909090909076
attempt,64.0,2.7656250000000004
deep,221.0,2.6533936651583705
recently,85.0,2.8670588235294123
power,127.0,3.069291338582677
skip,157.0,2.9178343949044594
difficulty,300.0,2.781
belaying,130.0,2.737692307692307
tough,160.0,3.008125
necessary,144.0,2.9374999999999996
challenging,186.0,2.953225806451612
school,72.0,2.5125
level,149.0,2.7268456375838936
smaller,223.0,2.6538116591928254
business,106.0,3.130188679245283
slopers,51.0,2.9490196078431374
faces,105.0,2.7447619047619045
likely,250.0,2.6295999999999986
positive,146.0,2.8678082191780825
passes,53.0,2.724528301886792
taking,119.0,2.5747899159663863
parking,124.0,2.55967741935484
our,242.0,2.625619834710743
local,73.0,2.995890410958904
friend,110.0,2.7881818181818185
moved,71.0,2.543661971830986
wonderful,91.0,2.921978021978022
passed,143.0,2.785314685314685
dick,50.0,2.346000000000001
ever,160.0,2.8306250000000004
almost,299.0,2.7515050167224078
youll,570.0,2.7875438596491238
ive,169.0,2.8698224852071
feel,331.0,2.8169184290030214
become,111.0,2.69099099099099
popular,176.0,2.881250000000002
unknown,75.0,2.5573333333333337
time,549.0,2.797449908925315
formed,98.0,2.6244897959183677
trends,95.0,2.8736842105263154
twobolt,370.0,2.714054054054054
50m,205.0,2.833170731707317
mega,57.0,3.3122807017543856
history,64.0,2.9515625000000005
apparently,102.0,2.658823529411765
truly,69.0,3.004347826086957
dry,108.0,2.787962962962962
involves,124.0,2.770967741935483
crystal,58.0,2.8965517241379315
generally,201.0,2.7278606965174137
wanders,65.0,2.629230769230769
six,115.0,2.7591304347826093
neat,58.0,2.544827586206896
tricams,51.0,2.698039215686274
reasonable,91.0,2.5967032967032964
outing,162.0,2.6586419753086417
fire,153.0,2.9111111111111105
definitely,195.0,2.9092307692307697
chockstones,64.0,2.5281250000000006
know,263.0,2.6026615969581743
believe,147.0,2.746938775510205
nest,91.0,2.432967032967033
mixed,191.0,2.7654450261780115
steepening,78.0,2.8397435897435916
breaks,65.0,2.618461538461538
stunning,72.0,3.327777777777778
choss,209.0,2.3488038277511962
metolius,56.0,3.069642857142857
hangers,109.0,2.7752293577981653
wedged,87.0,2.674712643678161
wire,87.0,2.509195402298851
various,97.0,2.6587628865979385
scrambling,301.0,2.5136212624584715
wasnt,55.0,2.6581818181818178
bits,56.0,2.8267857142857147
offset,68.0,3.069117647058824
column,63.0,3.1428571428571432
bigger,98.0,2.735714285714287
stances,95.0,3.006315789473684
clear,107.0,2.6317757009345795
gradually,84.0,2.8702380952380966
mini,74.0,2.986486486486486
formation,503.0,2.5910536779324027
adds,51.0,2.8666666666666663
recall,51.0,2.552941176470588
equipped,56.0,3.080357142857143
approximately,118.0,2.559322033898305
heart,59.0,2.7796610169491522
reaches,130.0,2.6915384615384617
continues,348.0,2.7146551724137917
overlaps,110.0,2.8418181818181814
wires,103.0,2.9252427184466026
third,780.0,2.8288461538461505
blunt,105.0,2.7533333333333334
deck,115.0,2.7060869565217396
immediately,219.0,2.7511415525114145
pulls,95.0,2.9778947368421056
fourth,232.0,2.768103448275861
aliens,51.0,2.733333333333334
flaring,182.0,2.780219780219781
comes,233.0,2.8227467811158795
ten,107.0,2.706542056074766
downclimbing,98.0,2.6010204081632655
stop,228.0,2.843421052631579
shorter,178.0,2.731460674157303
incredible,134.0,3.264179104477612
said,129.0,2.7248062015503876
falls,98.0,2.8520408163265314
quartzite,52.0,2.8346153846153843
depending,151.0,2.6781456953642384
forget,76.0,2.857894736842104
number,126.0,2.6238095238095243
jams,360.0,2.952777777777778
followed,360.0,2.8083333333333313
huecos,84.0,2.6214285714285714
pleasant,123.0,2.467479674796748
turned,53.0,2.4320754716981132
made,244.0,2.739344262295081
walkoff,103.0,2.693203883495146
hill,110.0,2.674545454545454
downhill,56.0,2.696428571428572
works,106.0,2.7235849056603776
techy,56.0,3.2964285714285713
white,514.0,2.6653696498054456
stuck,100.0,2.66
space,133.0,3.033834586466165
stay,370.0,2.7008108108108106
say,140.0,2.842857142857143
box,69.0,3.034782608695653
carefully,147.0,2.5707482993197277
extra,125.0,2.883200000000001
semihanging,95.0,2.8505263157894745
range,124.0,2.8387096774193563
nicely,91.0,2.8054945054945057
every,196.0,2.9438775510204063
511a,355.0,3.045070422535213
bushy,121.0,2.5066115702479337
140,235.0,2.701702127659573
escape,172.0,2.6906976744186046
miss,92.0,3.002173913043478
brief,67.0,2.8074626865671646
25m,296.0,3.0189189189189185
always,157.0,2.901273885350319
rappelling,119.0,2.7789915966386554
striking,105.0,3.033333333333335
particularly,72.0,2.9194444444444443
engaging,77.0,2.928571428571428
crossing,115.0,2.5808695652173923
halfway,170.0,2.637058823529411
35m,291.0,3.098969072164948
20m,285.0,2.969824561403509
ahead,67.0,2.779104477611941
marked,88.0,2.632954545454546
page,110.0,2.5727272727272728
marks,104.0,2.7259615384615397
leave,253.0,3.004347826086956
sort,121.0,2.411570247933884
southwest,100.0,2.415000000000001
meets,88.0,2.623863636363636
mile,57.0,2.6859649122807023
having,104.0,2.8057692307692315
except,136.0,2.8352941176470594
shade,131.0,2.8557251908396952
hours,58.0,2.843103448275861
pitons,225.0,2.7088888888888896
iron,62.0,2.8080645161290327
andor,109.0,2.6926605504587156
fact,86.0,2.7023255813953493
call,75.0,2.62
it’s,71.0,2.977464788732395
bushes,244.0,2.3524590163934427
extension,55.0,2.8254545454545443
love,89.0,2.660674157303371
none,195.0,2.7102564102564095
pile,53.0,2.269811320754717
boulders,187.0,2.5759358288770056
flared,151.0,2.700662251655629
actual,100.0,2.594
hook,70.0,2.937142857142857
whole,214.0,2.937850467289719
why,97.0,2.79278350515464
called,163.0,2.7453987730061344
etc,73.0,2.649315068493151
ill,75.0,2.6746666666666665
significantly,59.0,2.7999999999999994
ride,80.0,2.888750000000001
grades,58.0,2.8051724137931036
key,76.0,2.981578947368421
stretch,188.0,2.917021276595745
alternative,155.0,2.65741935483871
chose,72.0,2.3722222222222222
marginal,87.0,2.7344827586206897
effort,74.0,2.7351351351351356
nasty,61.0,2.3934426229508206
spooky,69.0,2.6942028985507247
slight,90.0,2.667777777777778
nose,96.0,2.584375
previously,65.0,2.6707692307692303
variations,225.0,2.703111111111113
vegetated,185.0,2.5183783783783786
midway,133.0,2.721052631578949
till,190.0,2.8331578947368423
100ft,158.0,2.712025316455696
draw,76.0,2.9
spicy,129.0,2.8651162790697673
runs,144.0,2.6659722222222215
freed,95.0,3.163157894736843
shaped,78.0,2.66923076923077
able,225.0,2.7195555555555564
filled,82.0,2.365853658536585
brush,70.0,2.374285714285714
check,101.0,2.727722772277227
bolting,66.0,2.8151515151515154
someone,160.0,2.619999999999999
parties,142.0,2.8140845070422538
rightward,125.0,2.6608000000000005
plenty,156.0,2.7089743589743582
sun,187.0,2.909625668449198
four,437.0,2.8633867276887877
ugly,51.0,2.37843137254902
replaced,107.0,2.844859813084113
close,244.0,2.6663934426229496
barely,101.0,2.7861386138613864
beta,158.0,3.0246835443037976
lunch,82.0,2.758536585365855
45m,89.0,2.9752808988764046
arches,89.0,2.870786516853933
guess,60.0,2.37
false,57.0,2.3543859649122805
extend,83.0,2.892771084337349
oak,181.0,2.383977900552485
growing,79.0,2.4924050632911405
pick,112.0,2.6553571428571447
pocketed,61.0,2.672131147540984
arrive,111.0,2.7423423423423428
col,54.0,2.485185185185185
trying,94.0,2.7425531914893617
plus,117.0,2.8572649572649578
let,133.0,2.909022556390977
needles,61.0,2.6065573770491812
systems,164.0,2.670121951219513
anyone,136.0,2.6676470588235293
overall,145.0,2.6427586206896554
picture,56.0,2.751785714285714
brought,51.0,2.8607843137254902
saw,58.0,2.468965517241379
consists,63.0,2.592063492063492
reason,99.0,2.704040404040405
cant,159.0,2.79748427672956
pieces,242.0,2.7537190082644614
reasonably,56.0,2.8428571428571425
room,56.0,2.6946428571428567
wouldnt,69.0,2.5652173913043477
guidebooks,67.0,2.5283582089552246
prepared,72.0,2.9000000000000004
warm,78.0,2.8589743589743595
combination,59.0,2.8813559322033893
tie,96.0,2.912500000000001
knots,60.0,3.036666666666667
unprotected,264.0,2.6678030303030305
aiming,264.0,2.713257575757576
grass,105.0,2.534285714285714
direction,62.0,2.641935483870967
sky,69.0,2.8275362318840584
hit,152.0,2.613815789473685
dog,68.0,2.6999999999999993
information,79.0,2.9063291139240515
refer,50.0,2.7800000000000007
mountain,177.0,2.935593220338984
project,65.0,3.0276923076923077
height,124.0,2.9032258064516125
triangular,91.0,2.712087912087913
cleft,70.0,2.3842857142857135
apron,81.0,2.5839506172839513
chicken,110.0,2.76
80ft,72.0,2.7333333333333334
90ft,51.0,3.088235294117647
commit,79.0,2.9012658227848105
wish,55.0,2.570909090909091
shoes,90.0,2.7522222222222226
protectable,87.0,2.406896551724137
touch,71.0,2.8380281690140845
gunks,63.0,2.9222222222222216
serious,145.0,2.4551724137931044
topo,375.0,2.822933333333332
needed,240.0,2.8104166666666646
follower,120.0,2.910000000000001
anywhere,81.0,2.74320987654321
pendulum,66.0,2.992424242424242
gulley,94.0,2.5776595744680857
drop,135.0,2.5725925925925925
memorable,84.0,3.0714285714285716
pair,92.0,2.6750000000000003
sometimes,140.0,2.6885714285714286
body,104.0,2.8730769230769244
leaning,379.0,2.833509234828495
navigate,52.0,2.9038461538461537
grassy,378.0,2.5378306878306875
shown,50.0,2.53
addition,76.0,2.9131578947368424
leader,272.0,2.83125
haul,51.0,2.9372549019607845
cruxy,148.0,3.070945945945947
certainly,108.0,2.5435185185185185
suggest,52.0,2.5961538461538463
decided,58.0,2.637931034482759
wonder,60.0,2.743333333333334
initial,197.0,2.6309644670050742
stems,51.0,2.9137254901960783
brown,162.0,2.8537037037037036
completely,94.0,2.891489361702128
purple,54.0,2.7759259259259266
spaced,164.0,2.850609756097562
rarely,50.0,2.7880000000000003
widening,64.0,3.1125000000000007
trough,87.0,2.3183908045977017
cuts,58.0,2.6448275862068966
helps,51.0,2.943137254901962
highway,62.0,2.7500000000000004
knobs,257.0,2.89727626459144
brilliant,67.0,3.3358208955223883
blue,164.0,2.8140243902439024
crimp,66.0,3.0848484848484845
curving,65.0,2.741538461538462
opposite,56.0,2.7214285714285715
512b,69.0,3.318840579710145
platform,125.0,2.648000000000002
weather,61.0,2.716393442622951
worthy,65.0,2.7061538461538457
runners,132.0,2.893939393939395
walking,147.0,2.5027210884353743
amount,74.0,2.4432432432432436
comments,54.0,2.674074074074074
seams,110.0,2.7981818181818183
smearing,62.0,2.9887096774193553
appears,171.0,2.6198830409356724
cactus,51.0,2.6117647058823525
spectacular,211.0,3.210900473933649
setting,107.0,2.8700934579439252
fell,53.0,2.716981132075471
read,54.0,2.853703703703704
tat,99.0,2.4787878787878785
avoided,91.0,2.476923076923077
farther,50.0,2.7880000000000003
larger,174.0,2.6471264367816105
version,93.0,2.887096774193549
soon,125.0,2.765599999999999
within,62.0,2.5580645161290327
1015,57.0,2.8543859649122805
1520,66.0,2.640909090909091
closely,53.0,2.9169811320754713
cleaner,90.0,2.526666666666667
crystals,63.0,3.0031746031746036
gold,104.0,2.9230769230769225
twin,136.0,2.6772058823529417
birch,50.0,2.55
ross,52.0,2.6615384615384623
routefinding,52.0,2.6557692307692307
50ft,73.0,2.8219178082191787
righthand,79.0,2.5443037974683542
considered,66.0,2.9424242424242433
choice,136.0,2.6066176470588225
varnished,214.0,2.569626168224299
allows,108.0,2.84537037037037
pedestal,91.0,2.575824175824177
five,184.0,2.8744565217391314
footwork,56.0,2.8464285714285715
pump,65.0,3.3215384615384616
simply,60.0,3.0966666666666667
falling,83.0,2.702409638554218
packs,95.0,2.797894736842106
bust,115.0,2.880869565217391
nearby,68.0,2.733823529411765
strange,55.0,2.67090909090909
appear,79.0,2.78987341772152
impressive,78.0,3.124358974358975
varied,271.0,2.9782287822878235
technique,76.0,2.8184210526315794
knob,104.0,2.8999999999999995
walls,82.0,2.8329268292682928
secure,92.0,2.7989130434782608
stacked,90.0,2.5733333333333333
caution,60.0,2.7516666666666674
pods,56.0,2.8178571428571426
peters,90.0,2.524444444444445
rests,96.0,3.2552083333333344
else,116.0,2.7112068965517246
gives,141.0,2.787234042553192
eagle,51.0,2.6294117647058823
hueco,58.0,2.7724137931034485
combined,241.0,2.814522821576764
switch,59.0,3.0440677966101695
toe,132.0,2.671212121212121
grey,88.0,2.7954545454545463
hang,67.0,2.9820895522388056
juniper,79.0,2.4291139240506334
havent,58.0,2.7120689655172416
currently,84.0,2.6904761904761902
cruise,114.0,2.7008771929824578
longer,191.0,2.7560209424083775
throughout,101.0,2.9623762376237623
laybacking,106.0,3.1245283018867918
gorgeous,59.0,3.0169491525423724
alternatively,144.0,2.891666666666667
59r,54.0,2.6648148148148145
fifth,122.0,2.815573770491804
6th,52.0,2.840384615384615
beyond,75.0,2.6053333333333333
roped,71.0,2.7
unfortunately,84.0,2.460714285714286
fat,72.0,3.0083333333333324
width,86.0,2.7220930232558143
bunch,58.0,2.674137931034483
alien,157.0,2.7070063694267503
against,96.0,2.6520833333333336
rappelled,71.0,2.82112676056338
fully,67.0,2.9432835820895527
apart,51.0,2.725490196078431
killer,53.0,3.018867924528303
comfy,99.0,2.9181818181818184
shelf,144.0,2.590972222222223
chickenheads,121.0,2.839669421487604
per,106.0,2.4924528301886797
highest,114.0,2.642105263157895
paul,65.0,2.664615384615385
regular,103.0,2.803883495145631
adjacent,60.0,2.4099999999999997
steepest,52.0,2.975000000000001
jump,63.0,2.8000000000000007
sides,51.0,2.762745098039215
thinner,54.0,2.772222222222222
snow,116.0,2.4379310344827587
drainage,54.0,2.6055555555555547
stoppers,122.0,2.858196721311476
creek,140.0,2.8485714285714288
removed,55.0,2.6436363636363627
jim,63.0,3.0317460317460325
afternoon,69.0,3.0000000000000004
sedona,53.0,2.90377358490566
limestone,122.0,2.7622950819672134
125,53.0,2.867924528301888
170,99.0,2.591919191919192
value,66.0,2.7969696969696964
info,82.0,2.7987804878048776
death,72.0,2.8375
western,69.0,2.5942028985507246
cap,52.0,2.5673076923076925
bringing,54.0,2.805555555555555
anyway,52.0,2.538461538461538
require,112.0,2.715178571428571
difficulties,89.0,2.779775280898876
summer,106.0,2.9386792452830193
overhung,83.0,3.1301204819277118
allow,81.0,2.922222222222221
dome,239.0,2.7874476987447694
total,131.0,2.754961832061069
sizes,71.0,2.96056338028169
511d,110.0,3.1272727272727265
aesthetic,90.0,2.922222222222222
grand,61.0,2.8295081967213114
hardware,54.0,2.818518518518519
throw,58.0,2.944827586206897
superb,114.0,3.217543859649123
terrace,105.0,2.6019047619047617
turning,74.0,2.7094594594594597
headed,53.0,2.652830188679246
roughly,87.0,2.7862068965517253
field,54.0,2.516666666666666
clips,75.0,2.9613333333333327
clipped,56.0,2.7642857142857147
zone,52.0,2.6557692307692307
traversed,90.0,2.4788888888888883
castle,50.0,2.41
romp,97.0,2.638144329896907
cliffs,53.0,2.5339622641509436
reduce,96.0,2.8385416666666674
leftward,105.0,2.68857142857143
pure,54.0,2.992592592592593
quick,104.0,2.8009615384615385
comment,69.0,2.7043478260869573
couldnt,58.0,2.6672413793103456
11c,114.0,3.031578947368421
dihedrals,88.0,2.679545454545455
punch,51.0,3.068627450980393
change,51.0,2.5803921568627444
means,64.0,2.634375000000001
yards,84.0,2.423809523809525
rounded,121.0,2.6165289256198356
running,146.0,2.70890410958904
traditional,77.0,2.9636363636363643
launch,95.0,3.020000000000001
avoids,67.0,2.7567164179104484
thoughtful,70.0,2.907142857142858
car,70.0,2.6814285714285715
300,60.0,2.4583333333333335
southern,76.0,2.555263157894737
cairn,84.0,2.710714285714287
patch,50.0,2.582
according,57.0,2.614035087719298
ended,74.0,2.4756756756756757
80m,53.0,3.330188679245283
intermediate,130.0,2.8530769230769253
rising,91.0,2.8252747252747255
510bc,61.0,2.9573770491803275
capped,85.0,2.6800000000000006
steel,56.0,2.8571428571428568
belays,206.0,2.9179611650485437
choices,53.0,2.539622641509434
technically,60.0,2.993333333333334
parallel,111.0,2.646846846846846
convenient,50.0,2.9259999999999997
ascending,68.0,2.6338235294117647
describe,74.0,2.462162162162163
increasingly,61.0,2.952459016393443
sur,75.0,3.005333333333333
les,52.0,3.1057692307692313
fissure,69.0,2.8202898550724647
ease,59.0,2.945762711864406
15m,131.0,2.9809160305343516
adequate,69.0,2.4884057971014486
joining,53.0,2.8924528301886796
sets,54.0,2.851851851851851
arent,53.0,2.766037735849057
chute,52.0,2.471153846153846
summits,60.0,2.708333333333333
exist,63.0,2.7079365079365076
linkup,62.0,3.085483870967742
describes,54.0,2.6666666666666674
entirely,58.0,2.574137931034482
passage,70.0,2.841428571428572
leftmost,75.0,2.6093333333333333
remaining,55.0,2.6418181818181825
lie,51.0,2.872549019607842
10m,78.0,2.9820512820512826
wind,80.0,2.6712500000000006
provide,67.0,2.7283582089552243
season,57.0,2.7508771929824563
present,52.0,2.6653846153846152
complete,76.0,2.6907894736842097
lake,101.0,2.5841584158415847
crest,125.0,2.6687999999999996
underclings,74.0,3.151351351351352
youd,55.0,2.9181818181818193
plates,87.0,2.6735632183908047
inches,54.0,2.6407407407407413
60ft,56.0,2.8035714285714284
team,69.0,2.6594202898550727
doubt,53.0,2.918867924528302
transition,63.0,2.9746031746031747
crimpy,58.0,2.982758620689655
scoop,89.0,2.7955056179775277
life,67.0,2.882089552238807
skyline,61.0,2.536065573770492
towers,94.0,2.49468085106383
northwest,76.0,2.4723684210526318
opportunity,61.0,2.6180327868852458
morning,59.0,2.864406779661017
rightwards,52.0,3.05
polished,97.0,2.849484536082474
hundred,107.0,2.5719626168224288
broad,88.0,2.6840909090909086
sand,60.0,2.3400000000000003
grab,56.0,2.757142857142857
entrance,72.0,2.847222222222222
55m,65.0,2.941538461538461
parts,65.0,2.5707692307692307
58r,61.0,2.5754098360655737
seven,54.0,2.816666666666667
dream,62.0,2.8241935483870964
mandatory,54.0,3.083333333333334
consistent,71.0,3.0169014084507038
rainbow,53.0,2.866037735849057
scree,62.0,2.390322580645161
relais,55.0,3.0309090909090917
une,66.0,2.990909090909092
gauche,50.0,3.0499999999999994
